clothing_type,gender,season,city,color,review_score,price_range,sales_volume,date
Scarf,Male,Fall,Faridabad,Green,3.157884485848808,46.93551763289079,1062,2027-04-25 14:43:54.165463
Scarf,Male,Fall,Lucknow,Green,4.922584783019869,16.8316898583286,2505,2044-03-16 14:43:54.165463
Jacket,Female,Fall,Meerut,Black,4.894796172694092,78.88820701090891,1533,2030-05-20 14:43:54.165463
Dress,Male,Summer,Nashik,White,4.423407589090708,136.2662889621181,1061,2032-10-22 14:43:54.165463
Jacket,Male,Spring,Mumbai,White,4.034878142803848,188.2759139759127,270,2049-12-25 14:43:54.165463
Skirt,Female,Fall,Nashik,Blue,3.5012367166717846,60.12310017745999,521,2043-09-05 14:43:54.165463
Jeans,Male,Fall,Surat,Grey,4.512702278997752,43.06441962883264,901,2048-02-17 14:43:54.165463
Hoodie,Female,Spring,Meerut,White,4.755720357432578,75.03080819860261,1023,2032-08-29 14:43:54.165463
Kurta,Female,Winter,Ghaziabad,White,4.330375201779876,61.41556969652579,608,2034-08-21 14:43:54.165463
Shirt,Female,Winter,Lucknow,White,4.258145265723542,60.90091266558445,817,2035-07-19 14:43:54.165463
Shorts,Male,Spring,Kolkata,Grey,3.386009409141172,35.38733034498213,658,2042-07-16 14:43:54.165463
Shorts,Female,Fall,Meerut,Pink,3.7155930457883795,42.32108156408124,457,2048-08-14 14:43:54.165463
Shoes,Male,Spring,Visakhapatnam,Grey,4.446272444065024,189.86544791950996,286,2026-09-06 14:43:54.165463
Pants,Female,Fall,Kanpur,Green,3.033797477702447,51.71903247436346,1071,2029-12-20 14:43:54.165463
Shoes,Female,Fall,Meerut,Pink,4.282528554377772,55.17932356581848,1032,2034-11-13 14:43:54.165463
Blazer,Male,Winter,Hyderabad,Green,4.5333406020204965,170.37441739309432,444,2032-04-04 14:43:54.165463
Hoodie,Male,Winter,Kanpur,Yellow,3.6694089725415635,52.80218711227225,1553,2026-04-05 14:43:54.165463
Shirt,Male,Fall,Faridabad,Grey,3.1523355384015783,75.57876748572733,411,2030-02-24 14:43:54.165463
Sweater,Female,Fall,Bangalore,Black,4.638238757767997,70.24463527210065,903,2025-10-08 14:43:54.165463
Shirt,Male,Fall,Patna,Pink,3.2836736589700455,73.18909795905674,608,2034-06-25 14:43:54.165463
Kurta,Female,Winter,Kanpur,Green,3.741602211939547,139.9703094883145,271,2044-02-25 14:43:54.165463
Shirt,Male,Fall,Faridabad,Green,4.41450821013556,48.547809432709315,913,2050-01-22 14:43:54.165463
Kurta,Female,Spring,Faridabad,White,4.633971975302867,148.83157036298837,560,2035-02-09 14:43:54.165463
Jacket,Female,Summer,Vadodara,Black,4.724763836977032,72.47192989096777,840,2038-05-15 14:43:54.165463
Lower,Female,Summer,Nagpur,Black,4.060834383222231,45.75726727572754,842,2049-06-04 14:43:54.165463
Lower,Female,Fall,Bhopal,White,3.951743392911731,21.390704125249794,991,2041-05-24 14:43:54.165463
Pants,Male,Spring,Pune,Pink,4.696634554036059,36.71811662181248,1583,2036-05-19 14:43:54.165463
Sweater,Male,Fall,Chennai,White,4.126154190094942,82.53339435924313,736,2028-04-18 14:43:54.165463
Shirt,Female,Spring,Surat,Black,4.157301456830462,28.002463071471283,2382,2035-08-25 14:43:54.165463
Scarf,Female,Winter,Meerut,Red,3.8679467359876014,18.562547985092554,1656,2038-05-10 14:43:54.165463
Winter Cap,Male,Winter,Surat,White,3.745627943842079,18.73031784745642,1511,2032-02-20 14:43:54.165463
Winter Cap,Male,Fall,Chennai,White,3.961081714579658,27.269114079467524,735,2026-05-09 14:43:54.165463
Jeans,Male,Winter,Pune,Black,3.7296949873922545,41.27860443129193,772,2045-12-05 14:43:54.165463
Dress,Male,Fall,Patna,Grey,3.6870928999384773,110.11782477300464,636,2025-03-20 14:43:54.165463
Shorts,Male,Summer,Visakhapatnam,Pink,4.987328684015788,45.02974994980419,3220,2034-06-06 14:43:54.165463
Lower,Male,Spring,Surat,Red,3.6724269881436964,36.10091155329318,960,2035-02-06 14:43:54.165463
Pants,Female,Spring,Delhi,Yellow,3.5127674950653343,28.72018941133992,1411,2026-05-08 14:43:54.165463
Socks,Male,Summer,Kanpur,Red,3.707848179685253,14.163119527946318,672,2036-08-13 14:43:54.165463
Jeans,Male,Summer,Ghaziabad,Blue,4.181562681272212,88.4668317531574,466,2031-06-19 14:43:54.165463
Dress,Female,Summer,Surat,Grey,4.82198097324633,113.31571792965791,2124,2038-06-08 14:43:54.165463
Pants,Male,Summer,Jaipur,Red,4.575728500395522,63.1230011577547,1383,2029-10-03 14:43:54.165463
Socks,Male,Winter,Bhopal,Grey,4.684482278151403,8.117025997299265,1192,2029-08-16 14:43:54.165463
Winter Cap,Male,Spring,Kolkata,White,4.718017221367715,30.35622227051673,1127,2039-01-09 14:43:54.165463
Jacket,Female,Spring,Jaipur,Green,4.841056792893735,74.21821094753788,878,2026-09-08 14:43:54.165463
Sweater,Male,Summer,Meerut,Black,3.4701424658177595,64.45202232760903,655,2032-06-16 14:43:54.165463
Hoodie,Female,Fall,Meerut,Grey,3.916732062074871,34.72966523950187,705,2032-09-13 14:43:54.165463
Winter Cap,Male,Fall,Faridabad,Yellow,3.770395333152893,34.573819962406205,813,2028-02-24 14:43:54.165463
Hoodie,Female,Fall,Chennai,White,3.763753989227001,67.67633947104586,613,2036-11-18 14:43:54.165463
Hoodie,Male,Fall,Surat,Yellow,4.30456730340437,97.97344416545818,727,2045-07-09 14:43:54.165463
Pants,Male,Winter,Kolkata,Black,3.8036061206354868,76.82796305923947,629,2040-07-18 14:43:54.165463
Blazer,Male,Spring,Patna,Yellow,4.232660611834407,249.72661588405182,73,2038-04-02 14:43:54.165463
Kurta,Female,Spring,Lucknow,Red,3.764558727455616,51.13927873104637,578,2026-09-15 14:43:54.165463
Jeans,Male,Spring,Mumbai,Black,3.622256365448846,88.52643028293296,672,2025-11-04 14:43:54.165463
Sweater,Male,Fall,Ludhiana,White,3.7061543568863615,65.56814087256204,770,2030-11-16 14:43:54.165463
Scarf,Female,Summer,Faridabad,Grey,4.60751411202752,33.643260559126844,948,2040-03-19 14:43:54.165463
Blazer,Female,Fall,Vadodara,Green,4.202102072457782,118.66579954063046,1069,2033-09-21 14:43:54.165463
Dress,Female,Spring,Nashik,White,4.947995466033229,51.48929313788803,2125,2026-10-19 14:43:54.165463
Hoodie,Male,Fall,Ahmedabad,Pink,4.665312452759466,79.54251887248964,629,2034-05-02 14:43:54.165463
Hoodie,Female,Summer,Faridabad,Grey,3.971561216668082,97.60719516832192,549,2039-10-10 14:43:54.165463
Skirt,Male,Summer,Chennai,Blue,3.4847526701881515,67.26672782590835,1291,2026-07-11 14:43:54.165463
Kurta,Female,Fall,Agra,Black,4.34781822291029,76.25379455080848,791,2041-06-10 14:43:54.165463
Scarf,Female,Spring,Kolkata,White,4.453292054623871,47.839738705619055,1219,2042-03-25 14:43:54.165463
Dress,Male,Winter,Nashik,Red,3.9283519595839183,94.22998147910556,537,2027-06-23 14:43:54.165463
Kurta,Male,Spring,Hyderabad,Red,3.459844264821381,140.5982112014421,382,2045-03-10 14:43:54.165463
Pants,Male,Winter,Bhopal,Grey,4.114476635726531,72.0629970153789,708,2030-08-27 14:43:54.165463
Jacket,Male,Spring,Surat,Pink,3.5076585047188935,129.30665086231124,330,2046-03-27 14:43:54.165463
Socks,Female,Fall,Thane,Yellow,4.879996635260875,15.15309000002686,1533,2042-10-05 14:43:54.165463
Hoodie,Female,Winter,Nagpur,White,4.257768496067439,79.02222105309274,2121,2029-01-27 14:43:54.165463
Shoes,Female,Spring,Pune,Yellow,3.5838619233384295,146.16375575408864,422,2036-01-18 14:43:54.165463
Jeans,Male,Fall,Agra,Blue,3.4314613766690494,52.85999639775669,727,2036-06-27 14:43:54.165463
Jacket,Male,Spring,Nagpur,Black,4.433446566770241,153.9164317560231,443,2030-06-11 14:43:54.165463
Jeans,Female,Summer,Faridabad,Blue,4.415586560483506,40.2574467289347,1050,2028-02-11 14:43:54.165463
Jeans,Female,Summer,Kolkata,Green,4.1942644630171495,96.80294547034104,806,2035-09-16 14:43:54.165463
Pants,Male,Spring,Visakhapatnam,Pink,4.228602050358443,55.51598740438604,1631,2048-02-29 14:43:54.165463
Jeans,Female,Fall,Hyderabad,Yellow,4.207738005651246,60.780833771427076,1013,2033-04-01 14:43:54.165463
Winter Cap,Female,Spring,Kolkata,White,3.720206893621034,34.11293034231545,747,2031-06-11 14:43:54.165463
Skirt,Female,Fall,Bhopal,Yellow,4.8748288200149466,58.36952572135647,1234,2030-08-28 14:43:54.165463
Hoodie,Male,Winter,Meerut,Blue,3.9585569285258355,64.00440292312928,1260,2048-06-25 14:43:54.165463
Lower,Female,Summer,Delhi,Grey,3.0406558002911797,21.106982194685386,613,2025-11-08 14:43:54.165463
Socks,Male,Winter,Ludhiana,Pink,3.696722684776651,11.019795286497892,1002,2047-08-04 14:43:54.165463
Shirt,Female,Fall,Meerut,Green,3.260565157295199,35.878581511405386,336,2025-04-22 14:43:54.165463
Shoes,Male,Spring,Meerut,Blue,3.726767582095767,91.42149677521155,604,2033-01-23 14:43:54.165463
Sweater,Female,Summer,Agra,Green,4.2165249700714655,53.910462401505455,935,2046-04-02 14:43:54.165463
Jacket,Female,Fall,Nashik,Pink,3.0453289490438484,56.90311906011406,1101,2025-11-29 14:43:54.165463
Jeans,Female,Fall,Meerut,Red,4.740401062455737,76.83956361980944,515,2023-12-06 14:43:54.165463
Skirt,Male,Summer,Indore,Red,4.220618236936351,66.58146891909222,1199,2046-02-21 14:43:54.165463
Pants,Female,Spring,Indore,White,3.5907437525179895,56.40844457747242,1359,2046-02-15 14:43:54.165463
Shorts,Female,Summer,Pune,Grey,3.622410347848563,38.488790819694195,1011,2044-05-11 14:43:54.165463
Shoes,Male,Spring,Chennai,Blue,3.9313363530323016,180.42903410256105,453,2039-01-17 14:43:54.165463
Jeans,Male,Spring,Agra,Red,3.4961836120035867,43.014379608691414,831,2038-11-06 14:43:54.165463
Jacket,Female,Fall,Kolkata,Yellow,3.0086838555218924,142.07129086898905,492,2041-11-05 14:43:54.165463
Shirt,Female,Spring,Kolkata,Pink,3.0531148963585264,81.2985591766184,1119,2030-12-24 14:43:54.165463
Scarf,Female,Spring,Delhi,Black,3.71548134394404,16.436408431932616,915,2028-06-28 14:43:54.165463
T-Shirt,Female,Summer,Meerut,Pink,3.2484433532172163,32.37074497984838,1232,2033-01-13 14:43:54.165463
Shorts,Female,Summer,Hyderabad,Yellow,3.0447273492941638,43.56108771527593,1369,2039-02-06 14:43:54.165463
T-Shirt,Male,Spring,Nagpur,Red,4.71853854006968,21.681701235183727,637,2038-02-16 14:43:54.165463
Lower,Female,Fall,Surat,Red,3.548274627285706,30.100004353275974,665,2047-12-07 14:43:54.165463
Shorts,Male,Summer,Jaipur,Blue,4.006245154333603,51.423733501734084,1478,2042-03-11 14:43:54.165463
Pants,Male,Winter,Thane,Green,3.3588181683832463,56.206877994023614,795,2027-12-06 14:43:54.165463
T-Shirt,Female,Fall,Kanpur,Black,3.0934499444875243,26.052254403472205,477,2045-03-07 14:43:54.165463
Socks,Male,Summer,Surat,Black,4.489732598977163,16.471328334159054,1190,2050-08-02 14:43:54.165463
Jacket,Female,Summer,Vadodara,Green,3.249913709293567,162.00733613063687,235,2046-11-29 14:43:54.165463
Jacket,Male,Winter,Ludhiana,Blue,3.051433804807317,101.81026779625836,1024,2045-09-02 14:43:54.165463
Dress,Male,Spring,Ahmedabad,Red,4.174460656526819,110.967430110652,1149,2050-04-20 14:43:54.165463
T-Shirt,Female,Summer,Kolkata,Green,3.0269351448428994,38.258162673815896,879,2049-02-08 14:43:54.165463
Shoes,Female,Winter,Ghaziabad,Pink,3.872571889620643,101.48738268230238,558,2043-06-23 14:43:54.165463
Socks,Male,Winter,Lucknow,Pink,3.5776720969556326,14.435141165017654,901,2049-09-15 14:43:54.165463
Kurta,Female,Summer,Bhopal,Pink,3.6388359698755055,67.61811038049503,686,2034-08-30 14:43:54.165463
Lower,Female,Fall,Nagpur,Black,3.0077980862280596,31.68083309953036,387,2035-04-11 14:43:54.165463
Shirt,Male,Summer,Hyderabad,Black,4.928692160765591,45.193721819338855,711,2030-04-26 14:43:54.165463
Kurta,Male,Winter,Bhopal,Pink,4.033926204967075,142.96602474570653,463,2035-02-28 14:43:54.165463
Kurta,Male,Summer,Nagpur,Pink,4.145024266083368,131.70393563184146,484,2028-11-26 14:43:54.165463
Shorts,Female,Fall,Mumbai,Pink,4.332244969824056,42.60663902356672,731,2024-10-04 14:43:54.165463
Lower,Female,Spring,Agra,Red,4.5950435820995335,42.55488837646156,876,2046-04-10 14:43:54.165463
Winter Cap,Female,Spring,Hyderabad,Red,4.215818232618352,11.684395661654271,1097,2031-03-16 14:43:54.165463
Hoodie,Male,Summer,Thane,White,4.524396210986618,75.4655644289358,761,2036-06-09 14:43:54.165463
Shirt,Female,Summer,Ludhiana,Yellow,3.897470588725751,46.32779072633616,579,2035-01-27 14:43:54.165463
Scarf,Male,Winter,Meerut,Green,3.7425502808089766,36.43047767455279,1312,2034-03-23 14:43:54.165463
Blazer,Male,Fall,Bhopal,Red,4.64626781496437,219.6444120765349,549,2045-12-21 14:43:54.165463
Scarf,Male,Winter,Hyderabad,White,4.730621048346926,16.59244070509947,2348,2042-07-05 14:43:54.165463
Hoodie,Male,Winter,Visakhapatnam,Blue,3.2756133395738676,72.49444523876517,954,2044-10-14 14:43:54.165463
Sweater,Male,Spring,Lucknow,Pink,4.085320373920123,77.31504609250723,783,2045-09-30 14:43:54.165463
Hoodie,Male,Winter,Meerut,Black,4.367284860972319,44.47365886606035,2227,2027-01-10 14:43:54.165463
T-Shirt,Male,Winter,Ahmedabad,Green,3.1671974732639336,37.62515321376377,672,2038-06-01 14:43:54.165463
Hoodie,Female,Spring,Nagpur,Yellow,4.8591936334855035,68.83846637617037,897,2034-07-17 14:43:54.165463
Winter Cap,Male,Spring,Kanpur,Blue,4.040219545434262,33.019603720669544,694,2027-04-29 14:43:54.165463
Hoodie,Female,Fall,Nashik,Green,4.290914834633504,37.74329977045446,860,2033-01-08 14:43:54.165463
Shorts,Female,Fall,Bangalore,Green,3.3564854961807074,37.744294148160826,546,2049-09-21 14:43:54.165463
Jeans,Female,Fall,Hyderabad,Red,3.5288693799108546,119.83463470145382,206,2027-12-05 14:43:54.165463
Shorts,Female,Summer,Surat,White,3.242002433362405,47.57123392817881,1179,2033-04-02 14:43:54.165463
Jeans,Female,Spring,Jaipur,Green,3.5279974437077777,94.74385781091908,292,2043-04-09 14:43:54.165463
Scarf,Male,Summer,Surat,Yellow,3.9847935305835973,26.125488512332005,731,2039-01-28 14:43:54.165463
Winter Cap,Female,Summer,Nagpur,Blue,4.667259198914593,12.81664312663549,987,2033-08-15 14:43:54.165463
Kurta,Female,Fall,Mumbai,Yellow,4.067446830040727,144.44438127596226,579,2031-02-18 14:43:54.165463
Winter Cap,Female,Spring,Kanpur,Green,3.488927196462192,13.164142089057815,569,2034-02-01 14:43:54.165463
Blazer,Male,Summer,Lucknow,Grey,3.089242149781456,248.614199014823,47,2027-01-01 14:43:54.165463
Kurta,Female,Winter,Ludhiana,Yellow,4.243939671814009,53.83590696641292,772,2046-01-15 14:43:54.165463
Blazer,Female,Winter,Pune,Yellow,3.840319794733296,92.47239621992628,640,2032-12-07 14:43:54.165463
T-Shirt,Female,Spring,Nashik,Pink,4.96870773363414,25.792843426751123,997,2029-07-19 14:43:54.165463
Shoes,Female,Summer,Indore,Grey,4.559519770823385,126.85627902343073,405,2049-05-05 14:43:54.165463
Jeans,Male,Fall,Indore,White,4.616725638546739,103.23213216886127,720,2025-06-09 14:43:54.165463
Blazer,Female,Summer,Ghaziabad,Grey,3.0244700457607934,244.49157736761936,46,2039-12-29 14:43:54.165463
Kurta,Male,Winter,Nashik,Black,4.555590665808114,79.47073690531758,990,2032-06-20 14:43:54.165463
Dress,Male,Winter,Visakhapatnam,Grey,3.3892266213509856,47.755767585396505,580,2032-04-28 14:43:54.165463
Blazer,Female,Fall,Agra,Green,4.171591744576611,177.16910936920263,662,2025-02-15 14:43:54.165463
Shoes,Female,Spring,Meerut,Blue,3.8948431446314373,156.61847918731544,434,2044-10-05 14:43:54.165463
Sweater,Male,Summer,Vadodara,Pink,4.14320770115536,64.808316165175,864,2032-09-10 14:43:54.165463
Pants,Female,Winter,Ghaziabad,Pink,3.2668870588459926,35.09118269370328,518,2040-11-01 14:43:54.165463
Jeans,Female,Summer,Faridabad,Black,3.9137833628222927,64.48124757904299,679,2042-08-25 14:43:54.165463
T-Shirt,Female,Fall,Ludhiana,Yellow,3.0738893719033262,37.952989826196955,422,2043-09-25 14:43:54.165463
Sweater,Male,Fall,Ludhiana,Black,3.0819986963192614,72.06371523259762,527,2049-02-18 14:43:54.165463
Jacket,Male,Spring,Visakhapatnam,Red,4.31547626154814,161.5136042978381,449,2037-08-27 14:43:54.165463
Skirt,Female,Fall,Chennai,Red,4.90339674694436,45.271917116632,1732,2040-07-20 14:43:54.165463
Socks,Female,Spring,Indore,Green,4.554785837409566,17.62978427455574,1218,2046-11-19 14:43:54.165463
Sweater,Male,Summer,Patna,Pink,3.938311561141954,46.691368864754324,796,2039-04-04 14:43:54.165463
Kurta,Male,Winter,Visakhapatnam,Blue,3.1117414801847456,76.29069718036885,855,2047-05-10 14:43:54.165463
Shirt,Male,Winter,Chennai,Grey,3.090040298914208,63.42849594058938,531,2033-06-11 14:43:54.165463
Jeans,Male,Spring,Ahmedabad,Red,3.3157845222161164,98.94905533219756,506,2036-01-21 14:43:54.165463
Kurta,Male,Winter,Nagpur,Yellow,4.951621007868053,69.27996183244248,716,2044-03-15 14:43:54.165463
Hoodie,Male,Spring,Bhopal,White,3.7973221328823263,96.36838148372887,655,2046-05-05 14:43:54.165463
Skirt,Male,Spring,Ludhiana,White,4.68681458374529,79.42778982378476,2626,2037-08-31 14:43:54.165463
Blazer,Female,Summer,Jaipur,Grey,4.410284877897194,101.35825603419332,710,2034-02-28 14:43:54.165463
Sweater,Male,Summer,Kanpur,Yellow,4.210857318432133,89.43241517214277,783,2026-04-15 14:43:54.165463
Jeans,Male,Fall,Surat,Grey,4.895652223307483,95.7066955774313,974,2042-08-24 14:43:54.165463
Scarf,Female,Spring,Nagpur,Grey,3.460823141238044,41.34394251340457,891,2039-06-02 14:43:54.165463
Skirt,Female,Summer,Vadodara,Black,3.9097793249383073,94.11165073085051,1860,2038-12-10 14:43:54.165463
Kurta,Female,Spring,Bhopal,Yellow,4.729445931349191,118.28889039171192,451,2033-04-18 14:43:54.165463
Hoodie,Male,Spring,Visakhapatnam,Black,4.103522615284487,54.633720501887495,820,2037-05-29 14:43:54.165463
Shirt,Male,Spring,Bhopal,Black,3.4928902792522223,76.38363605353581,1385,2043-02-26 14:43:54.165463
Winter Cap,Female,Summer,Indore,White,3.4178328336845536,30.87585273406878,767,2048-12-28 14:43:54.165463
Blazer,Female,Spring,Bhopal,Grey,4.505762002084602,169.1092453131298,390,2028-08-26 14:43:54.165463
Blazer,Female,Spring,Faridabad,Grey,3.0255777885041777,127.22824973274291,303,2044-01-09 14:43:54.165463
Sweater,Male,Fall,Thane,Red,4.828384154805766,104.07868823062095,690,2039-12-04 14:43:54.165463
Shirt,Female,Spring,Kanpur,Yellow,3.036835976230406,58.32905827890891,1031,2042-02-11 14:43:54.165463
Winter Cap,Male,Fall,Ahmedabad,Red,4.2619780937614085,28.84310131111705,952,2034-09-21 14:43:54.165463
Kurta,Male,Spring,Lucknow,Green,4.209495922884015,85.6899396830002,920,2038-08-16 14:43:54.165463
Dress,Male,Fall,Ahmedabad,Blue,4.156822302109562,150.41006668999614,465,2037-12-30 14:43:54.165463
Kurta,Male,Summer,Faridabad,White,3.948686101733511,77.51434570258162,726,2036-04-27 14:43:54.165463
Hoodie,Female,Summer,Faridabad,Pink,4.704860665377222,86.74440740562656,607,2050-05-01 14:43:54.165463
Winter Cap,Female,Winter,Lucknow,Black,4.318665740580968,13.238242860147423,2321,2043-08-03 14:43:54.165463
Jacket,Female,Spring,Delhi,Blue,4.563724562998787,156.34428411868828,438,2028-11-07 14:43:54.165463
Hoodie,Male,Winter,Vadodara,Black,3.2310436119583796,63.38175044617515,1508,2034-01-16 14:43:54.165463
Shoes,Female,Winter,Visakhapatnam,Blue,3.0997972749148848,154.8130344382862,321,2037-07-20 14:43:54.165463
Lower,Male,Fall,Vadodara,Blue,3.0570570178595573,41.25582572186672,580,2025-09-19 14:43:54.165463
Lower,Male,Summer,Kanpur,Red,3.2944119709471855,25.37225310814408,554,2035-02-09 14:43:54.165463
Lower,Male,Spring,Ghaziabad,Pink,4.334015780508832,39.07966170201701,662,2044-01-31 14:43:54.165463
Kurta,Female,Spring,Nashik,Green,3.9880435114823416,146.10148677311574,424,2037-09-03 14:43:54.165463
Winter Cap,Male,Fall,Meerut,Green,4.504504512324142,32.64521803710365,1011,2047-12-13 14:43:54.165463
Jeans,Male,Winter,Ahmedabad,Black,3.383460673484215,64.01514256171578,371,2040-11-30 14:43:54.165463
Blazer,Female,Fall,Kanpur,White,3.733926083940923,239.38168810230064,189,2024-10-18 14:43:54.165463
Jeans,Female,Winter,Bhopal,Green,4.77699509709909,102.3157021751286,749,2047-04-09 14:43:54.165463
Jeans,Female,Spring,Mumbai,White,4.871429092057067,69.1557696862527,427,2040-07-27 14:43:54.165463
Jeans,Male,Fall,Delhi,Black,4.8434583099783435,88.28591726209481,680,2047-04-15 14:43:54.165463
Shoes,Male,Winter,Surat,White,4.636610088401525,114.00284060545843,557,2037-03-20 14:43:54.165463
Scarf,Female,Fall,Delhi,Blue,4.376471757195784,18.38416378621873,1626,2046-10-14 14:43:54.165463
Lower,Male,Summer,Meerut,Blue,4.827355788054927,52.24117625447296,1061,2027-02-15 14:43:54.165463
Shoes,Male,Fall,Surat,Black,4.428363183665278,78.66171876912824,1045,2034-07-23 14:43:54.165463
Shorts,Female,Spring,Nashik,White,4.907872497450987,38.3215318463618,1172,2040-05-30 14:43:54.165463
Kurta,Female,Fall,Patna,Grey,3.049576664073777,117.2901932977436,401,2028-08-28 14:43:54.165463
Socks,Female,Spring,Mumbai,Grey,4.843284171789154,18.983205332402996,967,2042-10-11 14:43:54.165463
Blazer,Female,Spring,Ahmedabad,Grey,4.11148107227875,71.91795718494191,795,2027-05-22 14:43:54.165463
Pants,Female,Fall,Kanpur,Pink,3.2235955036409165,46.62784562312207,1187,2031-09-24 14:43:54.165463
Jeans,Female,Fall,Visakhapatnam,Pink,3.429822539474589,89.17181799090842,507,2028-02-09 14:43:54.165463
Hoodie,Female,Fall,Meerut,White,4.704318567829827,84.55165138163616,709,2044-11-08 14:43:54.165463
Kurta,Female,Summer,Vadodara,Black,4.012233909693032,141.30242937105515,305,2029-08-13 14:43:54.165463
Shoes,Male,Summer,Patna,Pink,4.965635446990473,50.07459725796847,1222,2032-01-20 14:43:54.165463
Sweater,Male,Winter,Nagpur,Green,3.235062219009942,82.08225370240831,1070,2029-06-19 14:43:54.165463
Skirt,Male,Fall,Agra,Red,3.825006927800258,30.485584763626427,757,2040-03-22 14:43:54.165463
Blazer,Male,Winter,Bangalore,Grey,3.66374888616152,209.5785046327514,284,2038-12-02 14:43:54.165463
Hoodie,Male,Winter,Ludhiana,Green,4.0322708721298435,40.476661791005995,1402,2036-01-26 14:43:54.165463
Scarf,Male,Spring,Surat,Yellow,4.266875637739437,46.3117223770584,970,2041-03-06 14:43:54.165463
Winter Cap,Male,Winter,Indore,Red,4.323258938763309,14.653727072381162,3031,2026-02-04 14:43:54.165463
Scarf,Male,Fall,Pune,White,3.002591759823556,41.7515143669403,1223,2042-07-14 14:43:54.165463
Shorts,Male,Summer,Surat,Red,3.177920867563136,31.572157112558067,990,2037-05-01 14:43:54.165463
Shirt,Male,Winter,Delhi,Pink,3.070127667311904,61.221502318966515,595,2042-07-02 14:43:54.165463
Pants,Male,Winter,Nagpur,Red,4.729198292796554,58.46388293075477,829,2031-04-19 14:43:54.165463
T-Shirt,Female,Summer,Ahmedabad,White,3.626584506319311,22.236622702649786,1431,2027-11-13 14:43:54.165463
Kurta,Male,Winter,Lucknow,Blue,3.7341268837527286,72.85665718786602,617,2032-10-05 14:43:54.165463
Socks,Female,Fall,Faridabad,Red,3.9007424978933853,6.6126167365578725,1192,2044-08-06 14:43:54.165463
Shoes,Male,Winter,Mumbai,Pink,4.698608794507152,50.793350806562316,880,2050-04-20 14:43:54.165463
T-Shirt,Female,Spring,Surat,Pink,3.02833252192427,23.38138134806221,471,2044-03-27 14:43:54.165463
Socks,Male,Winter,Nagpur,Grey,3.237236548759701,12.740035337585557,836,2036-01-04 14:43:54.165463
T-Shirt,Female,Spring,Hyderabad,Black,4.3703262442818005,39.975904079874354,623,2033-08-14 14:43:54.165463
Sweater,Male,Summer,Ludhiana,Green,4.927785045415194,94.51697188189488,820,2042-05-18 14:43:54.165463
Shorts,Female,Summer,Surat,White,4.285572842594015,22.790638429465684,1775,2029-03-19 14:43:54.165463
Sweater,Male,Winter,Kanpur,White,3.5222469369350464,55.430966491166856,1513,2031-01-02 14:43:54.165463
Jeans,Female,Winter,Indore,Red,4.039728857573235,101.61791829933316,545,2034-05-14 14:43:54.165463
Jacket,Male,Summer,Bangalore,Blue,4.949960951162868,122.13033123768635,489,2049-08-29 14:43:54.165463
T-Shirt,Female,Spring,Delhi,Blue,4.056153093135582,21.37654455642931,920,2050-09-02 14:43:54.165463
Shirt,Female,Summer,Vadodara,Green,3.747015259456405,50.49391051327193,640,2027-02-26 14:43:54.165463
Scarf,Female,Summer,Lucknow,Green,3.7668511096774404,24.45119668149846,930,2036-07-30 14:43:54.165463
Jeans,Female,Spring,Ludhiana,Pink,4.9340670171834615,44.05228042033767,1066,2049-11-20 14:43:54.165463
Shoes,Female,Summer,Kolkata,Blue,4.437833053463412,164.54407183971028,591,2030-12-31 14:43:54.165463
Scarf,Female,Winter,Patna,Yellow,4.374345711244095,25.209278132205554,1857,2048-05-27 14:43:54.165463
Lower,Female,Winter,Indore,Blue,3.4641086433814934,57.80525311732238,750,2040-03-13 14:43:54.165463
Scarf,Female,Summer,Kolkata,Blue,4.1189692755271485,46.08437641561065,763,2028-01-20 14:43:54.165463
Blazer,Male,Winter,Agra,Red,3.7134903970446267,196.09272124440452,259,2036-12-23 14:43:54.165463
Socks,Male,Fall,Kolkata,Pink,3.4804030517078997,9.899515808394632,868,2036-09-22 14:43:54.165463
Dress,Male,Summer,Nashik,Black,4.791104572028209,82.78967961194178,1452,2037-12-09 14:43:54.165463
Blazer,Female,Fall,Jaipur,Green,3.766311617525227,150.30158123009625,1002,2034-01-19 14:43:54.165463
Sweater,Female,Summer,Nashik,Yellow,3.5655743249427956,61.59518752457306,708,2026-06-08 14:43:54.165463
Shoes,Male,Summer,Kanpur,Yellow,4.863440793216736,185.17374860381898,428,2025-11-06 14:43:54.165463
Pants,Male,Fall,Chennai,Grey,3.3946927929122506,31.792232660467903,1689,2042-08-20 14:43:54.165463
T-Shirt,Female,Summer,Faridabad,White,4.491009569433046,40.356365146526485,2262,2040-06-16 14:43:54.165463
Lower,Female,Winter,Kolkata,Blue,4.305494288928525,44.43587177303431,997,2039-03-21 14:43:54.165463
Dress,Male,Fall,Agra,Blue,4.840968856744571,153.85066083040965,649,2046-05-30 14:43:54.165463
Jeans,Female,Summer,Hyderabad,Grey,4.664094275134556,83.39898614001653,804,2029-08-08 14:43:54.165463
Lower,Male,Winter,Bhopal,Black,4.410590435879283,45.181627104619075,871,2036-01-28 14:43:54.165463
Skirt,Female,Fall,Kolkata,Pink,3.6291433213941913,97.39184423765329,749,2026-11-08 14:43:54.165463
Scarf,Male,Fall,Pune,Blue,3.991138022541098,18.218654344470657,1937,2039-10-19 14:43:54.165463
